stop_id,direction_id,service_id,count,average
11,0,1,151,13.727272727272727
11,0,2,127,11.545454545454545
11,0,3,105,9.545454545454545
14,0,1,110,10.0
14,0,2,90,8.181818181818182
14,0,3,90,8.181818181818182
21,0,1,204,18.545454545454547
21,0,2,186,16.90909090909091
21,0,3,181,16.454545454545453
22,1,1,58,5.2727272727272725
22,1,2,70,6.363636363636363
22,1,3,66,6.0
25,1,1,148,13.454545454545455
25,1,2,122,11.090909090909092
25,1,3,108,9.818181818181818
26,0,1,8,0.7272727272727273
26,1,1,157,14.272727272727273
26,1,2,127,11.545454545454545
26,1,3,108,9.818181818181818
30,0,1,371,33.72727272727273
30,0,2,232,21.09090909090909
30,0,3,207,18.818181818181817
31,0,1,366,33.27272727272727
31,0,2,227,20.636363636363637
31,0,3,202,18.363636363636363
35,0,1,582,52.90909090909091
35,0,2,511,46.45454545454545
35,0,3,444,40.36363636363637
35,1,1,260,23.636363636363637
35,1,2,220,20.0
35,1,3,178,16.181818181818183
36,0,1,396,36.0
36,0,2,376,34.18181818181818
36,0,3,334,30.363636363636363
36,1,1,136,12.363636363636363
36,1,2,117,10.636363636363637
36,1,3,90,8.181818181818182
38,1,1,58,5.2727272727272725
38,1,2,70,6.363636363636363
38,1,3,66,6.0
39,1,1,58,5.2727272727272725
39,1,2,70,6.363636363636363
39,1,3,66,6.0
40,1,1,58,5.2727272727272725
40,1,2,70,6.363636363636363
40,1,3,66,6.0
44,1,1,371,33.72727272727273
44,1,2,231,21.0
44,1,3,203,18.454545454545453
45,1,1,167,15.181818181818182
45,1,2,105,9.545454545454545
45,1,3,99,9.0
46,1,1,167,15.181818181818182
46,1,2,105,9.545454545454545
46,1,3,99,9.0
47,1,1,220,20.0
47,1,2,105,9.545454545454545
47,1,3,99,9.0
48,1,1,157,14.272727272727273
48,1,2,127,11.545454545454545
48,1,3,108,9.818181818181818
49,1,1,157,14.272727272727273
49,1,2,127,11.545454545454545
49,1,3,108,9.818181818181818
50,1,1,157,14.272727272727273
50,1,2,127,11.545454545454545
50,1,3,108,9.818181818181818
51,1,1,157,14.272727272727273
51,1,2,127,11.545454545454545
51,1,3,108,9.818181818181818
52,1,1,157,14.272727272727273
52,1,2,127,11.545454545454545
52,1,3,108,9.818181818181818
53,1,1,157,14.272727272727273
53,1,2,127,11.545454545454545
53,1,3,108,9.818181818181818
54,0,1,65,5.909090909090909
54,0,2,35,3.1818181818181817
54,0,3,31,2.8181818181818183
54,1,1,67,6.090909090909091
54,1,2,45,4.090909090909091
54,1,3,45,4.090909090909091
55,0,1,137,12.454545454545455
55,0,2,82,7.454545454545454
55,0,3,75,6.818181818181818
55,1,1,67,6.090909090909091
55,1,2,45,4.090909090909091
55,1,3,45,4.090909090909091
56,0,1,160,14.545454545454545
56,0,2,105,9.545454545454545
56,0,3,99,9.0
58,0,1,160,14.545454545454545
58,0,2,105,9.545454545454545
58,0,3,99,9.0
59,0,1,160,14.545454545454545
59,0,2,105,9.545454545454545
59,0,3,99,9.0
60,0,1,160,14.545454545454545
60,0,2,105,9.545454545454545
60,0,3,99,9.0
61,0,1,160,14.545454545454545
61,0,2,105,9.545454545454545
61,0,3,99,9.0
62,0,1,160,14.545454545454545
62,0,2,105,9.545454545454545
62,0,3,99,9.0
63,0,1,168,15.272727272727273
63,0,2,105,9.545454545454545
63,0,3,99,9.0
64,0,1,168,15.272727272727273
64,0,2,105,9.545454545454545
64,0,3,99,9.0
66,0,1,168,15.272727272727273
66,0,2,105,9.545454545454545
66,0,3,99,9.0
68,0,1,168,15.272727272727273
68,0,2,105,9.545454545454545
68,0,3,99,9.0
69,0,1,168,15.272727272727273
69,0,2,105,9.545454545454545
69,0,3,99,9.0
70,0,1,168,15.272727272727273
70,0,2,105,9.545454545454545
70,0,3,99,9.0
71,0,1,168,15.272727272727273
71,0,2,105,9.545454545454545
71,0,3,99,9.0
72,0,1,168,15.272727272727273
72,0,2,105,9.545454545454545
72,0,3,99,9.0
73,0,1,168,15.272727272727273
73,0,2,105,9.545454545454545
73,0,3,99,9.0
74,0,1,151,13.727272727272727
74,0,2,127,11.545454545454545
74,0,3,105,9.545454545454545
75,0,1,214,19.454545454545453
75,0,2,105,9.545454545454545
75,0,3,99,9.0
76,0,1,446,40.54545454545455
76,0,2,367,33.36363636363637
76,0,3,333,30.272727272727273
76,1,2,2,0.18181818181818182
76,1,3,2,0.18181818181818182
77,0,1,486,44.18181818181818
77,0,2,367,33.36363636363637
77,0,3,333,30.272727272727273
78,0,1,536,48.72727272727273
78,0,2,470,42.72727272727273
78,0,3,442,40.18181818181818
78,1,1,3,0.2727272727272727
78,1,2,3,0.2727272727272727
78,1,3,3,0.2727272727272727
80,0,1,448,40.72727272727273
80,0,2,392,35.63636363636363
80,0,3,368,33.45454545454545
80,1,1,3,0.2727272727272727
80,1,2,3,0.2727272727272727
80,1,3,3,0.2727272727272727
81,0,1,163,14.818181818181818
81,0,2,133,12.090909090909092
81,0,3,114,10.363636363636363
81,1,1,151,13.727272727272727
81,1,2,125,11.363636363636363
81,1,3,111,10.090909090909092
82,0,1,81,7.363636363636363
82,0,2,73,6.636363636363637
82,0,3,73,6.636363636363637
82,1,1,151,13.727272727272727
82,1,2,125,11.363636363636363
82,1,3,111,10.090909090909092
91,1,1,417,37.90909090909091
91,1,2,361,32.81818181818182
91,1,3,330,30.0
93,1,1,417,37.90909090909091
93,1,2,361,32.81818181818182
93,1,3,330,30.0
95,1,1,691,62.81818181818182
95,1,2,582,52.90909090909091
95,1,3,523,47.54545454545455
96,1,1,453,41.18181818181818
96,1,2,408,37.09090909090909
96,1,3,371,33.72727272727273
97,1,1,360,32.72727272727273
97,1,2,302,27.454545454545453
97,1,3,269,24.454545454545453
98,1,1,167,15.181818181818182
98,1,2,105,9.545454545454545
98,1,3,99,9.0
101,1,1,167,15.181818181818182
101,1,2,105,9.545454545454545
101,1,3,99,9.0
102,1,1,167,15.181818181818182
102,1,2,105,9.545454545454545
102,1,3,99,9.0
103,1,1,167,15.181818181818182
103,1,2,105,9.545454545454545
103,1,3,99,9.0
104,1,1,167,15.181818181818182
104,1,2,105,9.545454545454545
104,1,3,99,9.0
105,1,1,167,15.181818181818182
105,1,2,105,9.545454545454545
105,1,3,99,9.0
106,1,1,167,15.181818181818182
106,1,2,105,9.545454545454545
106,1,3,99,9.0
107,1,1,167,15.181818181818182
107,1,2,105,9.545454545454545
107,1,3,99,9.0
108,1,1,167,15.181818181818182
108,1,2,105,9.545454545454545
108,1,3,99,9.0
109,1,1,160,14.545454545454545
109,1,2,105,9.545454545454545
109,1,3,99,9.0
110,1,1,160,14.545454545454545
110,1,2,105,9.545454545454545
110,1,3,99,9.0
111,1,1,160,14.545454545454545
111,1,2,105,9.545454545454545
111,1,3,99,9.0
112,1,1,160,14.545454545454545
112,1,2,105,9.545454545454545
112,1,3,99,9.0
113,1,1,93,8.454545454545455
113,1,2,60,5.454545454545454
113,1,3,54,4.909090909090909
114,1,1,131,11.909090909090908
114,1,2,78,7.090909090909091
114,1,3,74,6.7272727272727275
115,1,1,131,11.909090909090908
115,1,2,78,7.090909090909091
115,1,3,74,6.7272727272727275
116,1,1,131,11.909090909090908
116,1,2,78,7.090909090909091
116,1,3,74,6.7272727272727275
118,1,1,93,8.454545454545455
118,1,2,60,5.454545454545454
118,1,3,54,4.909090909090909
119,1,1,93,8.454545454545455
119,1,2,60,5.454545454545454
119,1,3,54,4.909090909090909
120,1,1,93,8.454545454545455
120,1,2,60,5.454545454545454
120,1,3,54,4.909090909090909
121,1,1,93,8.454545454545455
121,1,2,60,5.454545454545454
121,1,3,54,4.909090909090909
122,1,1,218,19.818181818181817
122,1,2,142,12.909090909090908
122,1,3,127,11.545454545454545
123,1,1,218,19.818181818181817
123,1,2,142,12.909090909090908
