OBJECTID,Stop_Number,Stop_Name,Sub_Region,Municipality,Avg_Daily_Boardings__Monday_Friday,Avg_Daily_Boardings__Saturday,Avg_Daily_Boardings__Sunday_Holiday,Avg_Daily_Alightings__Monday_Friday,Avg_Daily_Alightings__Saturday,Avg_Daily_Alightings__Sunday_Holiday,Stop_Longitude,Stop_Latitude,Route_Connections,Data_Time_Period,Data_Suppression_Note,Line_Number2,x,y
492,50723,NB NANAIMO ST AT E 4 AVE,Vancouver/UBC,Vancouver,51,53,30,70,59,44,-123.056457,49.266968,007,Fall 2018,,007,-13698583.840462048,6320283.23559029
493,50724,NB NANAIMO ST AT E 1 AVE,Vancouver/UBC,Vancouver,128,104,76,156,141,103,-123.05646,49.269899,007,Fall 2018,,007,-13698584.19599017,6320783.221347955
494,50725,NB NANAIMO ST AT GRANT ST,Vancouver/UBC,Vancouver,46,38,33,50,32,27,-123.056441,49.271645,007,Fall 2018,,007,-13698582.123999994,6321081.178004502
495,50726,NB NANAIMO ST AT CHARLES ST,Vancouver/UBC,Vancouver,112,82,66,107,94,55,-123.056442,49.273616,007,Fall 2018,,007,-13698582.176939787,6321417.415359084
496,50727,NB NANAIMO ST AT NAPIER ST,Vancouver/UBC,Vancouver,51,50,31,56,46,36,-123.056443,49.275206,007,Fall 2018,,007,-13698582.250379197,6321688.691827574
497,50728,NB NANAIMO ST AT ADANAC ST,Vancouver/UBC,Vancouver,56,45,45,117,73,59,-123.056428,49.277801,007,Fall 2018,,007,-13698580.637969919,6322131.55385063
498,50729,NB NANAIMO ST AT E PENDER ST,Vancouver/UBC,Vancouver,19,15,11,271,200,143,-123.056382,49.280521,007,Fall 2018,,007,-13698575.531628758,6322595.68844663
499,50735,NB NANAIMO ST AT E HASTINGS ST,Vancouver/UBC,Vancouver,93,92,66,158,178,105,-123.056378,49.281413,007,Fall 2018,,007,-13698575.009635326,6322747.867404699
500,50736,NB NANAIMO ST AT PANDORA ST,Vancouver/UBC,Vancouver,25,27,21,118,72,65,-123.056396,49.283304,007,Fall 2018,,007,-13698577.063542096,6323070.625591081
501,50737,SB DUNBAR ST AT W 41 AVE,Vancouver/UBC,Vancouver,0,0,0,132,141,121,-123.185469,49.234424,007; 032; 041; 049,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13712945.400859697,6314733.136946597
502,50947,EB E HASTINGS ST AT NANAIMO ST,Vancouver/UBC,Vancouver,0,0,0,0,0,0,-123.055828,49.281059,007; 014; 016; 095; N35,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13698513.810204413,6322687.445521867
503,51004,NB SEYMOUR ST AT DAVIE ST,Vancouver/UBC,Vancouver,10,42,22,11,67,21,-123.124629,49.276811,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,,007,-13706172.689263333,6321962.55826713
504,51006,NB SEYMOUR ST AT NELSON ST,Vancouver/UBC,Vancouver,7,30,13,5,35,11,-123.121579,49.278835,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,,007,-13705833.19326498,6322307.900796696
505,54830,SB HOWE ST AT W GEORGIA ST,Vancouver/UBC,Vancouver,11,55,30,0,11,6,-123.119595,49.282906,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13705612.333865192,6323002.612491054
506,54831,SB HOWE ST AT ROBSON ST,Vancouver/UBC,Vancouver,15,93,37,0,21,8,-123.121239,49.281831,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13705795.397585906,6322819.186618812
507,54832,SB HOWE ST AT NELSON ST,Vancouver/UBC,Vancouver,6,59,22,0,25,9,-123.124449,49.279698,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13706152.728205843,6322455.2027424015
508,58125,EB W CORDOVA ST AT ABBOTT ST,Vancouver/UBC,Vancouver,129,105,88,150,155,118,-123.10606,49.282714,003; 004; 007; 008; 209; 210; 211; 214; N8,Fall 2018,,007,-13704105.685130455,6322969.8370702425
509,58144,NB GRANVILLE ST AT SMITHE ST,Vancouver/UBC,Vancouver,91,60,60,183,235,158,-123.120537,49.280784,004; 007; 010; 014; 016; 050,Fall 2018,,007,-13705717.188763179,6322640.572616575
510,58290,SB NANAIMO ST AT GRANDVIEW HWY,Vancouver/UBC,Vancouver,66,48,53,64,49,53,-123.056751,49.257321,007,Fall 2018,,007,-13698616.580913162,6318637.633921694
511,58299,WB W 4 AVE AT VINE ST,Vancouver/UBC,Vancouver,122,163,130,291,218,226,-123.158111,49.268301,004; 007; 044; 084,Fall 2018,,007,-13709899.901986605,6320510.578536636
512,58313,NB GRANVILLE ST AT W PENDER ST,Vancouver/UBC,Vancouver,90,50,40,183,110,83,-123.114994,49.284493,004; 007; 010; 014; 016; 017; 020; 050,Fall 2018,,007,-13705100.138870934,6323273.3844719
513,58321,SB HOWE ST AT DUNSMUIR ST BAY 4,Vancouver/UBC,Vancouver,10,47,23,0,23,9,-123.11788,49.284055,004; 007; 010; 014; 016; 050,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13705421.37599055,6323198.731857582
514,58326,SB GRANVILLE ST AT ROBSON ST,Vancouver/UBC,Vancouver,121,86,101,66,43,44,-123.120573,49.280961,004; 007; 010; 014; 016; 050,Fall 2018,,007,-13705721.208518973,6322670.69454978
515,58593,NB GRANVILLE ST AT DRAKE ST,Vancouver/UBC,Vancouver,164,124,77,144,116,100,-123.127092,49.276487,004; 007; 010; 014; 016; 050,Fall 2018,,007,-13706446.910459438,6321907.308194978
516,60277,NB SEYMOUR ST AT ROBSON ST,Vancouver/UBC,Vancouver,7,34,6,7,32,12,-123.118468,49.280878,004; 007; 010; 014; 016; 017; 020; 050; N17,Fall 2018,,007,-13705486.869788483,6322656.607502237
517,60980,SB GRANVILLE ST AT W GEORGIA ST,Vancouver/UBC,Vancouver,477,382,330,243,188,177,-123.117951,49.28266,004; 007; 010; 014; 016; 050,Fall 2018,,007,-13705429.298646407,6322960.597109135
518,60993,NB GRANVILLE ST AT DUNSMUIR ST,Vancouver/UBC,Vancouver,108,90,86,265,247,208,-123.116549,49.283461,004; 007; 010; 014; 016; 017; 020; 050,Fall 2018,,007,-13705273.304515453,6323097.264578122
519,61074,SB MAIN ST AT POWELL ST,Vancouver/UBC,Vancouver,52,38,44,85,73,56,-123.099733,49.282699,004; 007; 209; 210; 211; 214,Fall 2018,,007,-13703401.28952307,6322967.37871158
520,61292,SB GRANVILLE ST AT ROBSON ST,Vancouver/UBC,Vancouver,216,214,210,86,79,79,-123.119373,49.28172,004; 007; 010; 014; 016; 050,Fall 2018,,007,-13705587.63676059,6322800.316975154
521,61293,NB GRANVILLE ST AT W GEORGIA ST,Vancouver/UBC,Vancouver,315,202,153,537,556,401,-123.118291,49.282317,004; 007; 010; 014; 016; 017; 020; 050,Fall 2018,,007,-13705467.214470845,6322902.05962623
522,61518,WB E PENDER ST AT MAIN ST--,Vancouver/UBC,Vancouver,9,6,6,0,12,0,-123.100263,49.280462,007; 019; 022; 209; N19,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,007,-13703460.283250237,6322585.497713248
523,61519,NB SEYMOUR ST AT DUNSMUIR ST,Vancouver/UBC,Vancouver,6,38,24,17,62,46,-123.115596,49.282782,004; 007; 010; 014; 016; 017; 020; 050; N10; N15; N17; N19; N20; N35; N8; N9,Fall 2018,,007,-13705167.125277838,6322981.5097123515
524,61522,SB HOWE ST AT DAVIE ST,Vancouver/UBC,Vancouver,11,79,21,13,63,24,-123.127034,49.277974,004; 007; 010; 014; 016; 050; N10; N17; N9,Fall 2018,,007,-13706440.440898994,6322160.987858831
525,61930,WB POWELL ST AT CLARK DR,Vancouver/UBC,Vancouver,21,19,8,15,13,10,-123.076463,49.283161,004; 007; 209,Fall 2018,,007,-13700810.88550564,6323046.1497791745
526,61933,EB CORDOVA DIVERSION AT HAWKS AVE,Vancouver/UBC,Vancouver,26,24,22,56,44,30,-123.086717,49.282052,004; 007; 209,Fall 2018,,007,-13701952.339024529,6322856.944503541
527,50035,EB W CORDOVA ST AT SEYMOUR ST,Vancouver/UBC,Vancouver,497,346,338,182,195,139,-123.111191,49.284786,003; 004; 007; 008; 010; 050; N8,Fall 2018,,008,-13704676.821834037,6323323.416867962
528,50036,EB W CORDOVA ST AT HOMER ST,Vancouver/UBC,Vancouver,102,82,55,13,29,16,-123.109649,49.283765,003; 004; 007; 008; 050; 209; 210; 211; 214; N8,Fall 2018,,008,-13704505.10986727,6323149.204577355
529,50177,NB MAIN ST AT E 6 AVE,Vancouver/UBC,Vancouver,199,135,107,27,31,14,-123.100685,49.265339,003; 008; 019; N19; N8,Fall 2018,,008,-13703507.260614501,6320005.302685926
530,50178,NB MAIN ST AT E 5 AVE,Vancouver/UBC,Vancouver,132,67,71,64,25,15,-123.100662,49.266719,003; 008; 019; N19; N8,Fall 2018,,008,-13703504.678211188,6320240.718463596
531,50179,NB MAIN ST AT E 2 AVE,Vancouver/UBC,Vancouver,121,61,52,124,87,58,-123.100505,49.269455,003; 008; 019; N19; N8,Fall 2018,,008,-13703487.261137754,6320707.454757368
532,50180,NB MAIN ST AT INDUSTRIAL AVE,Vancouver/UBC,Vancouver,64,32,50,37,27,22,-123.100432,49.270803,003; 008; 019; N19; N8,Fall 2018,,008,-13703479.09297347,6320937.469357449
533,50181,NB MAIN ST AT TERMINAL AVE,Vancouver/UBC,Vancouver,877,761,731,1131,937,669,-123.099831,49.273395,003; 008; 019; 022; N19; N8,Fall 2018,,008,-13703412.202726535,6321379.678532687
534,50182,NB MAIN ST AT NATIONAL AVE,Vancouver/UBC,Vancouver,67,71,56,61,58,32,-123.099748,49.275321,003; 008; 019; 022; N19; N8,Fall 2018,,008,-13703403.024605127,6321708.361120834
535,50184,NB MAIN ST AT E GEORGIA ST,Vancouver/UBC,Vancouver,116,104,72,815,721,605,-123.099607,49.278968,003; 008; 019; 022; N19; N8,Fall 2018,,008,-13703387.264930414,6322330.700538789
536,50185,WB E HASTINGS ST AT MAIN ST,Vancouver/UBC,Vancouver,190,156,123,963,766,659,-123.1003,49.28144,003; 008; N20; N35; N8,Fall 2018,,008,-13703464.460190803,6322752.436962091
537,50186,WB W HASTINGS ST AT CARRALL ST,Vancouver/UBC,Vancouver,108,77,72,231,215,183,-123.105366,49.281733,003; 008; 014; 016; 020; N20; N35; N8,Fall 2018,,008,-13704028.389586564,6322802.478951362
538,50187,WB W HASTINGS ST AT ABBOTT ST,Vancouver/UBC,Vancouver,68,56,49,256,181,164,-123.108043,49.282221,003; 008; 014; 016; 020; N20; N35; N8,Fall 2018,,008,-13704326.426779542,6322885.726920782
539,50188,WB W HASTINGS ST AT HAMILTON ST,Vancouver/UBC,Vancouver,31,25,19,129,121,58,-123.110279,49.283085,003; 008; 014; 016; 020; N20; N35; N8,Fall 2018,,008,-13704575.316521898,6323033.127790896
540,50228,EB E CORDOVA ST AT MAIN ST,Vancouver/UBC,Vancouver,255,155,166,115,59,117,-123.099988,49.282229,003; 008; N8,Fall 2018,,008,-13703429.714668177,6322887.101078907
541,50229,SB MAIN ST AT E HASTINGS ST,Vancouver/UBC,Vancouver,978,766,821,88,69,60,-123.099812,49.28081,003; 004; 007; 008; N8,Fall 2018,,008,-13703410.159023462,6322644.988725795
542,50230,SB MAIN ST AT KEEFER ST,Vancouver/UBC,Vancouver,673,682,473,103,105,70,-123.099896,49.279029,003; 008; 019; 022; N19; N8,Fall 2018,,008,-13703419.498972507,6322340.977082215
543,50232,SB MAIN ST AT NATIONAL AVE,Vancouver/UBC,Vancouver,129,125,79,115,87,100,-123.100141,49.274506,003; 008; 019; 022; N19; N8,Fall 2018,,008,-13703446.684081739,6321569.357651918
544,50233,SB MAIN ST AT TERMINAL AVE,Vancouver/UBC,Vancouver,1223,1006,761,801,752,653,-123.100189,49.273072,003; 008; 019; N19; N8,Fall 2018,,008,-13703452.068968156,6321324.622353962
545,50234,SB MAIN ST AT SWITCHMEN ST,Vancouver/UBC,Vancouver,114,57,82,138,76,72,-123.100821,49.270621,003; 008; 019; N19; N8,Fall 2018,,008,-13703522.408739742,6320906.420713692
546,50235,SB MAIN ST AT E 3 AVE,Vancouver/UBC,Vancouver,76,68,46,95,43,28,-123.100925,49.267991,003; 008; 019; N19; N8,Fall 2018,,008,-13703534.058172585,6320457.772170596
547,50711,WB E 41 AVE AT FRASER ST,Vancouver/UBC,Vancouver,0,0,0,14,0,11,-123.091316,49.233018,008; 041; 043,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702464.332215274,6314493.44439585
548,50771,EB KINGSWAY AT MAIN ST,Vancouver/UBC,Vancouver,144,120,81,455,384,297,-123.100514,49.263824,008; 019; N19; N8,Fall 2018,,008,-13703488.269206243,6319746.890212418
549,50772,EB E BROADWAY AT KINGSWAY,Vancouver/UBC,Vancouver,327,287,275,260,237,176,-123.098055,49.262719,008; 009; N8; N9,Fall 2018,,008,-13703214.545645252,6319558.416617837
550,50773,EB E BROADWAY AT PRINCE EDWARD ST,Vancouver/UBC,Vancouver,86,95,60,71,66,43,-123.095524,49.262454,008; 009; N8; N9,Fall 2018,,008,-13702932.722256377,6319513.185143706
551,50774,EB E BROADWAY AT SAINT GEORGE ST,Vancouver/UBC,Vancouver,59,52,52,145,98,118,-123.092514,49.262402,008; 009; N8; N9,Fall 2018,,008,-13702597.74823245,6319504.394958359
552,50775,SB FRASER ST AT E BROADWAY,Vancouver/UBC,Vancouver,748,575,399,292,200,179,-123.089232,49.262021,008; N8,Fall 2018,,008,-13702232.307570964,6319439.413545031
553,50776,SB FRASER ST AT E 11 AVE,Vancouver/UBC,Vancouver,41,14,23,60,46,27,-123.089275,49.26032,008; N8,Fall 2018,,008,-13702237.131140726,6319149.204991912
554,50777,SB FRASER ST AT E 13 AVE,Vancouver/UBC,Vancouver,56,39,31,122,88,82,-123.089284,49.258479,008; N8,Fall 2018,,008,-13702238.187245391,6318835.149696497
555,50778,SB FRASER ST AT E 16 AVE,Vancouver/UBC,Vancouver,211,174,170,277,201,163,-123.090058,49.25611,008; N8,Fall 2018,,008,-13702324.337096572,6318431.052373291
556,50780,SB FRASER ST AT E 21 AVE,Vancouver/UBC,Vancouver,30,26,15,76,52,57,-123.090186,49.25162,008; N8,Fall 2018,,008,-13702338.531816516,6317665.365235736
557,50781,SB FRASER ST AT E 23 AVE,Vancouver/UBC,Vancouver,40,31,24,153,121,82,-123.090246,49.249808,008; N8,Fall 2018,,008,-13702345.186866816,6317356.394255713
558,50782,SB FRASER ST AT E KING EDWARD AVE,Vancouver/UBC,Vancouver,308,213,123,180,167,105,-123.090273,49.248306,008; N8,Fall 2018,,008,-13702348.230226053,6317100.1886355765
559,50783,SB FRASER ST AT E 27 AVE,Vancouver/UBC,Vancouver,113,127,73,151,141,85,-123.090308,49.246305,008; N8,Fall 2018,,008,-13702352.158751788,6316759.0033814395
560,50784,SB FRASER ST AT E 29 AVE,Vancouver/UBC,Vancouver,202,216,166,282,198,218,-123.090388,49.244247,008; N8,Fall 2018,,008,-13702361.00935861,6316408.087582197
561,50786,SB FRASER ST AT E 33 AVE,Vancouver/UBC,Vancouver,160,129,94,171,179,126,-123.090476,49.239976,008; N8,Fall 2018,,008,-13702370.828230595,6315679.717443245
562,50787,SB FRASER ST AT E 35 AVE,Vancouver/UBC,Vancouver,24,10,23,46,52,24,-123.090514,49.238045,008; N8,Fall 2018,,008,-13702375.057013059,6315350.55592442
563,50788,SB FRASER ST AT E 37 AVE,Vancouver/UBC,Vancouver,31,33,36,128,99,80,-123.090613,49.236049,008; N8,Fall 2018,,008,-13702386.093988873,6315010.334145433
564,50789,SB FRASER ST AT E 39 AVE,Vancouver/UBC,Vancouver,13,7,24,77,50,28,-123.090651,49.234521,008; N8,Fall 2018,,008,-13702390.299892144,6314749.822682506
565,50790,SB FRASER ST AT E 41 AVE,Vancouver/UBC,Vancouver,423,270,196,387,258,209,-123.090705,49.232478,008; N8,Fall 2018,,008,-13702396.334800608,6314401.463658214
566,50791,SB FRASER ST AT E 43 AVE,Vancouver/UBC,Vancouver,198,90,62,267,191,83,-123.090713,49.230719,008; N8,Fall 2018,,008,-13702397.155105414,6314101.573544031
567,50792,SB FRASER ST AT E 45 AVE,Vancouver/UBC,Vancouver,161,124,119,303,284,211,-123.090762,49.228897,008; N8,Fall 2018,,008,-13702402.62141862,6313791.056055348
568,50793,SB FRASER ST AT E 47 AVE,Vancouver/UBC,Vancouver,190,212,195,364,327,253,-123.090813,49.227099,008; N8,Fall 2018,,008,-13702408.292370604,6313484.511742449
569,50794,SB FRASER ST AT E 49 AVE,Vancouver/UBC,Vancouver,691,596,498,640,569,470,-123.090918,49.225133,008; N8,Fall 2018,,008,-13702420.067119043,6313149.457215816
570,50795,SB FRASER ST AT E 51 AVE,Vancouver/UBC,Vancouver,73,57,39,144,132,100,-123.090958,49.223292,008; N8,Fall 2018,,008,-13702424.434806524,6312835.549145857
571,50796,SB FRASER ST AT E 53 AVE,Vancouver/UBC,Vancouver,36,36,12,188,152,148,-123.091,49.22148,008; N8,Fall 2018,,008,-13702429.129320312,6312526.742296063
572,50797,SB FRASER ST AT E 55 AVE,Vancouver/UBC,Vancouver,37,38,31,300,269,185,-123.091056,49.219642,008; N8,Fall 2018,,008,-13702435.389744047,6312213.573959449
573,50798,SB FRASER ST AT E 57 AVE,Vancouver/UBC,Vancouver,40,26,20,323,279,221,-123.091092,49.217937,008; N8,Fall 2018,,008,-13702439.373060614,6311922.900227589
574,50799,SB FRASER ST AT E 59 AVE,Vancouver/UBC,Vancouver,23,17,13,292,206,163,-123.091124,49.216234,008; N8,Fall 2018,,008,-13702443.012776328,6311632.7320044665
575,50800,SB FRASER ST AT E 61 AVE,Vancouver/UBC,Vancouver,22,14,10,402,347,260,-123.091155,49.214571,008; N8,Fall 2018,,008,-13702446.431142867,6311349.375546973
576,50801,SB FRASER ST AT E 63 AVE,Vancouver/UBC,Vancouver,15,5,0,244,182,145,-123.091181,49.212749,008; N8,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702449.269354906,6311038.783961165
577,50802,SB FRASER ST AT E 65 AVE,Vancouver/UBC,Vancouver,0,0,0,404,337,248,-123.091218,49.211508,008; N8,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702453.372941697,6310827.4141686205
578,50820,NB FRASER ST AT E 65 AVE,Vancouver/UBC,Vancouver,367,279,190,11,12,0,-123.090933,49.212147,008; N8,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702421.73011189,6310936.144645214
579,50821,NB FRASER ST AT E 62 AVE,Vancouver/UBC,Vancouver,372,311,227,39,28,19,-123.090903,49.214241,008; N8,Fall 2018,,008,-13702418.367034834,6311292.99484745
580,50822,NB FRASER ST AT E 60 AVE,Vancouver/UBC,Vancouver,294,241,227,48,49,46,-123.090881,49.215947,008; N8,Fall 2018,,008,-13702415.918058995,6311583.729485073
581,50823,NB FRASER ST AT E 57 AVE,Vancouver/UBC,Vancouver,487,446,286,75,79,64,-123.090819,49.218589,008; N8,Fall 2018,,008,-13702409.038968438,6312034.111303917
582,50824,NB FRASER ST AT E 54 AVE,Vancouver/UBC,Vancouver,236,173,130,39,47,20,-123.090756,49.22126,008; N8,Fall 2018,,008,-13702401.941595238,6312489.219369121
583,50825,NB FRASER ST AT E 52 AVE,Vancouver/UBC,Vancouver,158,136,100,42,39,34,-123.090707,49.223033,008; N8,Fall 2018,,008,-13702396.499872439,6312791.477496557
584,50827,NB FRASER ST AT E 49 AVE,Vancouver/UBC,Vancouver,670,561,458,598,589,390,-123.090643,49.225766,008; N8,Fall 2018,,008,-13702389.380371537,6313257.325305485
585,50828,NB FRASER ST AT E 47 AVE,Vancouver/UBC,Vancouver,305,261,195,149,178,188,-123.090596,49.227632,008; N8,Fall 2018,,008,-13702384.153758539,6313575.351624841
586,50829,NB FRASER ST AT E 45 AVE,Vancouver/UBC,Vancouver,259,219,176,181,126,94,-123.090556,49.229442,008; N8,Fall 2018,,008,-13702379.684466094,6313883.85742052
587,50830,NB FRASER ST AT E 43 AVE,Vancouver/UBC,Vancouver,245,218,126,385,239,178,-123.0905,49.231265,008; N8,Fall 2018,,008,-13702373.52807302,6314194.730272023
588,50831,NB FRASER ST AT E 41 AVE,Vancouver/UBC,Vancouver,353,276,211,311,237,174,-123.090406,49.233627,008; N8,Fall 2018,,008,-13702363.027750608,6314597.289508245
589,50832,NB FRASER ST AT E 39 AVE,Vancouver/UBC,Vancouver,102,45,45,25,25,25,-123.090364,49.235102,008; N8,Fall 2018,,008,-13702358.344035922,6314848.859272505
590,50833,NB FRASER ST AT E 37 AVE,Vancouver/UBC,Vancouver,96,87,38,38,28,19,-123.090324,49.236772,008; N8,Fall 2018,,008,-13702353.861473303,6315133.463985694
591,50834,NB FRASER ST AT E 35 AVE,Vancouver/UBC,Vancouver,60,50,38,52,38,38,-123.090274,49.23862,008; N8,Fall 2018,,008,-13702348.376467535,6315448.51344642
592,50835,NB FRASER ST AT E 33 AVE,Vancouver/UBC,Vancouver,174,173,138,156,143,102,-123.09022,49.240627,008; N8,Fall 2018,,008,-13702342.344697757,6315790.757151355
593,50838,NB FRASER ST AT E 28 AVE,Vancouver/UBC,Vancouver,235,177,183,149,165,121,-123.090107,49.245869,008; N8,Fall 2018,,008,-13702329.790020192,6316684.630051592
594,50840,NB FRASER ST AT E KING EDWARD AVE,Vancouver/UBC,Vancouver,300,246,175,343,228,170,-123.089998,49.248973,008; N8,Fall 2018,,008,-13702317.576424062,6317213.9035296
595,50841,NB FRASER ST AT E 22 AVE,Vancouver/UBC,Vancouver,105,103,51,41,20,19,-123.089924,49.251282,008; N8,Fall 2018,,008,-13702309.425707648,6317607.759183692
596,50843,NB FRASER ST AT E 17 AVE,Vancouver/UBC,Vancouver,214,130,115,186,157,121,-123.089737,49.255774,008; N8,Fall 2018,,008,-13702288.563565997,6318373.841768678
597,50844,NB FRASER ST AT E 14 AVE,Vancouver/UBC,Vancouver,117,132,66,63,37,47,-123.089096,49.258292,008; N8,Fall 2018,,008,-13702217.199608266,6318803.336787367
598,50845,NB FRASER ST AT E 12 AVE,Vancouver/UBC,Vancouver,70,58,36,38,30,24,-123.089055,49.260077,008; N8,Fall 2018,,008,-13702212.620240895,6319107.787104743
599,50846,NB FRASER ST AT E 10 AVE,Vancouver/UBC,Vancouver,31,23,10,269,181,105,-123.08903,49.261837,008; N8,Fall 2018,,008,-13702209.85465001,6319407.937651039
600,50848,WB E BROADWAY AT SAINT GEORGE ST,Vancouver/UBC,Vancouver,72,57,54,39,22,30,-123.093535,49.262598,008; 009; N8; N9,Fall 2018,,008,-13702711.33894055,6319537.812162355
601,50849,WB E BROADWAY AT PRINCE EDWARD ST,Vancouver/UBC,Vancouver,90,52,42,132,136,101,-123.096513,49.262835,008; 009; N8; N9,Fall 2018,,008,-13703042.876806697,6319578.122082361
602,50850,WB E BROADWAY AT SCOTIA ST,Vancouver/UBC,Vancouver,48,65,27,129,107,83,-123.098697,49.262926,008; 009; N8; N9,Fall 2018,,008,-13703286.0127607,6319593.694618377
603,50852,WB W HASTINGS ST AT RICHARDS ST,Vancouver/UBC,Vancouver,132,74,73,425,246,239,-123.112367,49.284435,003; 008; 014; 016; N20,Fall 2018,,008,-13704807.768223366,6323263.475198713
604,58125,EB W CORDOVA ST AT ABBOTT ST,Vancouver/UBC,Vancouver,205,170,154,58,31,39,-123.10606,49.282714,003; 004; 007; 008; 209; 210; 211; 214; N8,Fall 2018,,008,-13704105.685130455,6322969.8370702425
605,58145,WB KINGSWAY AT E BROADWAY,Vancouver/UBC,Vancouver,240,187,145,92,103,71,-123.099681,49.263296,008; 019; N19; N8,Fall 2018,,008,-13703395.576616712,6319656.851452734
606,58510,SB MAIN ST AT E 5 AVE-,Vancouver/UBC,Vancouver,53,34,28,213,92,89,-123.100973,49.266106,008; 019; N19; N8,Fall 2018,,008,-13703539.401802875,6320136.244710437
607,58613,WB E BROADWAY AT FRASER ST,Vancouver/UBC,Vancouver,301,278,235,600,467,370,-123.09009,49.262593,008; 009; 099; N8; N9,Fall 2018,,008,-13702327.898226319,6319536.944199764
608,58647,WB SE MARINE DR AT POPLAR ST,Vancouver/UBC,Vancouver,326,322,263,0,0,0,-123.092844,49.211133,008; N8,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702634.376014993,6310763.3527027
609,58762,SB FRASER ST AT SE MARINE DR,Vancouver/UBC,Vancouver,36,0,0,0,0,0,-123.091221,49.211303,008,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,008,-13702453.77255003,6310792.385481004
610,58954,SB FRASER ST AT E 31 AVE,Vancouver/UBC,Vancouver,47,38,33,79,64,70,-123.090417,49.242261,008; N8,Fall 2018,,008,-13702364.239608789,6316069.4432896245
611,58955,NB FRASER ST AT E 31 AVE,Vancouver/UBC,Vancouver,166,163,112,182,199,149,-123.090196,49.242872,008; N8,Fall 2018,,008,-13702339.665475342,6316173.633762244
612,59292,SB FRASER ST AT E 19 AVE,Vancouver/UBC,Vancouver,100,96,65,210,162,145,-123.090092,49.253864,008; N8,Fall 2018,,008,-13702328.112259816,6318048.019744612
613,60223,NB FRASER ST AT E 20 AVE,Vancouver/UBC,Vancouver,203,227,135,108,101,87,-123.089851,49.253266,008; N8,Fall 2018,,008,-13702301.25476827,6317946.073662165
614,50268,EB UNIVERSITY BLVD AT ALLISON RD,Vancouver/UBC,Vancouver,56,0,0,0,0,0,-123.241849,49.266827,004; 009; 014; 099; N17,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,009,-13719221.555664396,6320259.134557205
615,50270,EB UNIVERSITY BLVD AT 5300 BLOCK,Vancouver/UBC,Vancouver,7,0,0,0,0,0,-123.235217,49.265327,004; 009; 014; N17,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,009,-13718483.282476682,6320003.351370779
616,50271,EB UNIVERSITY BLVD AT 5100 BLOCK,Vancouver/UBC,Vancouver,17,0,0,0,0,0,-123.229095,49.263486,004; 009; 014; N17,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,009,-13717801.77126457,6319689.21722848
