,stop_id,name,region,manicipality,avg_daily_boarding_mf,avg_daily_boarding_sat,avg_daily_boarding_sun,longitude,latitude
5372,56157.0,NB 128 ST AT 20 AVE,South of Fraser,Surrey,12,0,0,-122.86734299999999,49.03884
5373,56158.0,NB 128 ST AT 22 AVE,South of Fraser,Surrey,6,0,0,-122.867295,49.042794
5374,56159.0,NB 128 ST AT 24 AVE,South of Fraser,Surrey,7,0,0,-122.867274,49.046146
5375,56160.0,NB 128 ST AT 25 AVE,South of Fraser,Surrey,7,0,0,-122.86724099999999,49.048392
5376,56162.0,EB CRESCENT RD AT 128 ST,South of Fraser,Surrey,8,0,0,-122.866665,49.053011
5377,56167.0,SB 148 ST AT 26 AVE,South of Fraser,Surrey,0,0,0,-122.81244199999999,49.050289
5378,56168.0,SB 148 ST AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.812446,49.045155
5379,56169.0,SB 148 ST AT 21A AVE,South of Fraser,Surrey,0,0,0,-122.812293,49.041583
5380,56170.0,WB 20 AVE AT 148 ST,South of Fraser,Surrey,0,0,0,-122.812794,49.038515000000004
5381,56171.0,SB 144 ST AT 19A AVE,South of Fraser,Surrey,0,0,0,-122.82338500000002,49.037667
5382,56172.0,SB 144 ST AT 18 AVE,South of Fraser,Surrey,0,0,0,-122.82341299999999,49.03441
5383,56173.0,NB 144 ST AT 16A AVE,South of Fraser,Surrey,0,0,0,-122.823198,49.031821
5384,56174.0,NB 144 ST AT 18 AVE,South of Fraser,Surrey,0,0,0,-122.823218,49.035039000000005
5385,56175.0,NB 144 ST AT 19A AVE,South of Fraser,Surrey,0,0,0,-122.823222,49.037533
5386,56176.0,EB 20 AVE AT ROTARY WAY,South of Fraser,Surrey,0,0,0,-122.816906,49.038346999999995
5387,56177.0,NB 148 ST AT 21A AVE,South of Fraser,Surrey,0,0,0,-122.812137,49.040908
5388,56178.0,NB 148 ST AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.812151,49.046054999999996
5389,56179.0,NB 148 ST AT 26 AVE,South of Fraser,Surrey,0,0,0,-122.812141,49.050047
5390,56219.0,WB 16 AVE AT 130 ST,South of Fraser,Surrey,14,0,0,-122.862457,49.031344
5391,58236.0,NB 128 ST AT 26B AVE,South of Fraser,Surrey,0,0,0,-122.867263,49.051695
5392,58315.0,EB 20 AVE AT 144 ST,South of Fraser,Surrey,0,0,0,-122.822797,49.038384
5393,59566.0,SB 128 ST AT 26 AVE,South of Fraser,Surrey,0,0,0,-122.867456,49.050021
5394,59851.0,WB 20 AVE AT ROTARY WAY,South of Fraser,Surrey,0,0,0,-122.81868700000001,49.038515000000004
5395,59932.0,SOUTH SURREY PARK & RIDE BAY 1,South of Fraser,Surrey,0,0,0,-122.822248,49.071946999999994
5396,59933.0,SOUTH SURREY PARK & RIDE BAY 3,South of Fraser,Surrey,126,0,0,-122.82248,49.071909000000005
5397,55378.0,WB 16 AVE AT KING GEORGE BLVD,South of Fraser,Surrey,0,0,0,-122.77658400000001,49.031134
5398,55393.0,NB KING GEORGE BLVD AT 32 AVE DIVERSI,South of Fraser,Surrey,19,0,0,-122.810627,49.059548
5399,55394.0,NB KING GEORGE BLVD AT 34 AVE,South of Fraser,Surrey,10,0,0,-122.81765,49.065177
5400,55471.0,SB KING GEORGE BLVD AT CRESCENT RD,South of Fraser,Surrey,0,0,0,-122.82013300000001,49.0669
5401,55472.0,SB KING GEORGE BLVD AT 34 AVE,South of Fraser,Surrey,0,0,0,-122.81698600000001,49.064327
5402,55473.0,EB 32 AVE DIVERSION AT KING GEORGE BL,South of Fraser,Surrey,0,0,0,-122.80846799999999,49.059453999999995
5403,55493.0,EB 16 AVE AT 160 ST,South of Fraser,Surrey,0,0,0,-122.778677,49.030972999999996
5404,56030.0,WHITE ROCK CENTRE BAY 2,South of Fraser,White Rock,0,0,0,-122.80184399999999,49.031009000000005
5405,56031.0,NB KING GEORGE BLVD AT 16 AVE,South of Fraser,Surrey,10,0,0,-122.776018,49.031554
5406,56033.0,NB KING GEORGE BLVD AT 20 AVE,South of Fraser,Surrey,9,0,0,-122.784995,49.038782
5407,56034.0,NB KING GEORGE BLVD AT 156 ST,South of Fraser,Surrey,0,0,0,-122.790761,49.043519
5408,56073.0,NB 160 ST AT 24 AVE,South of Fraser,Surrey,25,0,0,-122.77905200000001,49.046029
5409,56077.0,SB KING GEORGE BLVD AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.793333,49.045179
5410,56078.0,SB KING GEORGE BLVD AT 156 ST,South of Fraser,Surrey,0,0,0,-122.78946299999998,49.04207
5411,56079.0,SB KING GEORGE BLVD AT 20 AVE,South of Fraser,Surrey,0,0,0,-122.784375,49.038051
5412,56114.0,NB JOHNSTON RD AT THRIFT AVE,South of Fraser,White Rock,0,0,0,-122.801046,49.027846000000004
5413,56187.0,SB STAYTE RD AT THRIFT AVE,South of Fraser,White Rock,0,0,0,-122.77928,49.027105
5414,56188.0,SB STAYTE RD AT ROPER AVE,South of Fraser,White Rock,0,0,0,-122.779257,49.0253
5415,56189.0,SB STAYTE RD AT BUENA VISTA AVE,South of Fraser,White Rock,0,0,0,-122.77926799999999,49.023435
5416,56190.0,SB STAYTE RD AT CLIFF AVE,South of Fraser,White Rock,0,0,0,-122.77927700000001,49.021813
5417,56191.0,SB STAYTE RD AT PACIFIC AVE,South of Fraser,White Rock,0,0,0,-122.779307,49.019797
5418,56192.0,SB STAYTE RD AT COLUMBIA AVE,South of Fraser,White Rock,0,0,0,-122.779322,49.018091999999996
5419,56193.0,WB MARINE DR AT STEVENS ST,South of Fraser,White Rock,0,0,0,-122.78097,49.01664
5420,56194.0,WB MARINE DR AT KEIL ST,South of Fraser,White Rock,0,0,0,-122.783809,49.016642
5421,56195.0,WB MARINE DR AT LEE ST,South of Fraser,White Rock,0,0,0,-122.78721100000001,49.016645000000004
5422,56244.0,EB MARINE DR AT LEE ST,South of Fraser,Surrey,0,0,0,-122.78743300000001,49.016532
5423,56245.0,EB MARINE DR AT KENT ST,South of Fraser,Surrey,0,0,0,-122.784301,49.016527
5424,56246.0,EB MARINE DR AT STEVENS ST,South of Fraser,Surrey,0,0,0,-122.780833,49.016521000000004
5425,56247.0,NB 160 ST AT 9 AVE,South of Fraser,Surrey,0,0,0,-122.779183,49.018631
5426,56248.0,NB 160 ST AT 10 AVE,South of Fraser,Surrey,6,0,0,-122.779172,49.020517
5427,56249.0,NB 160 ST AT CLIFF AVE,South of Fraser,Surrey,0,0,0,-122.779154,49.022218
5428,56250.0,NB 160 ST AT 12 AVE,South of Fraser,Surrey,5,0,0,-122.77914399999999,49.024203
5429,56251.0,NB 160 ST AT 13 AVE,South of Fraser,Surrey,0,0,0,-122.779142,49.025949
5430,56252.0,NB 160 ST AT 14 AVE,South of Fraser,Surrey,6,0,0,-122.77911100000001,49.027694
5431,56261.0,SB STAYTE RD AT N BLUFF RD,South of Fraser,White Rock,0,0,0,-122.77930400000001,49.030068
5432,56275.0,WB COLUMBIA AVE AT MAPLE ST,South of Fraser,White Rock,0,0,0,-122.78953700000001,49.018456
5433,56276.0,WB COLUMBIA AVE AT 15500 BLOCK,South of Fraser,White Rock,0,0,0,-122.792996,49.01931
5434,56277.0,WB COLUMBIA AVE AT 15300 BLOCK,South of Fraser,White Rock,0,0,0,-122.79681699999999,49.020516
5435,56278.0,NB CENTRE ST AT ROYAL AVE,South of Fraser,White Rock,0,0,0,-122.79753899999999,49.022128
5436,56279.0,NB JOHNSTON RD AT PACIFIC AVE,South of Fraser,White Rock,0,0,0,-122.801064,49.024202
5437,56280.0,WHITE ROCK CENTRE BAY 1,South of Fraser,Surrey,0,0,0,-122.80209099999999,49.031208
5438,56299.0,SB CENTRE ST AT ROYAL AVE,South of Fraser,White Rock,0,0,0,-122.79816699999999,49.021505
5439,56300.0,EB COLUMBIA AVE AT CENTRE ST,South of Fraser,White Rock,0,0,0,-122.79677,49.020385
5440,56301.0,EB COLUMBIA AVE AT 15400 BLOCK,South of Fraser,White Rock,0,0,0,-122.79480600000001,49.01977
5441,56302.0,EB COLUMBIA AVE AT MAPLE ST,South of Fraser,White Rock,0,0,0,-122.789575,49.018357
5442,56347.0,WB 24 AVE AT 156 ST,South of Fraser,Surrey,0,0,0,-122.79073500000001,49.045676
5443,58600.0,WB 32 AVE AT 152 ST,South of Fraser,Surrey,59,0,0,-122.80191,49.061678
5444,58781.0,NB 160 ST AT 26 AVE,South of Fraser,Surrey,32,0,0,-122.779098,49.049613
5445,58782.0,SB 160 ST AT 26 AVE,South of Fraser,Surrey,0,0,0,-122.77935,49.048742
5446,58783.0,NB 160 ST AT 28 AVE,South of Fraser,Surrey,32,0,0,-122.77907900000001,49.053111
5447,58828.0,SB 160 ST AT 28 AVE,South of Fraser,Surrey,0,0,0,-122.77923700000001,49.052374
5448,58940.0,WB 32 AVE AT 160 ST,South of Fraser,Surrey,7,0,0,-122.779779,49.060162
5449,58982.0,SB 160 ST AT 32 AVE,South of Fraser,Surrey,0,0,0,-122.779253,49.05952
5450,59087.0,NB KING GEORGE BLVD AT 148 ST,South of Fraser,Surrey,23,0,0,-122.813185,49.06158
5451,59104.0,WB 32 AVE AT 156A ST,South of Fraser,Surrey,15,0,0,-122.789648,49.060196000000005
5452,59110.0,EB 32 AVE AT 156A ST,South of Fraser,Surrey,0,0,0,-122.789557,49.060026
5453,59119.0,WB 32 AVE AT 154 ST,South of Fraser,Surrey,14,0,0,-122.797554,49.060927
5454,59177.0,EB 32 AVE AT CROYDON DR,South of Fraser,Surrey,0,0,0,-122.797234,49.06037
5455,59178.0,EB 32 AVE AT 152 ST,South of Fraser,Surrey,0,0,0,-122.800444,49.061485
5456,59847.0,WB 32 AVE DIVERSION AT 32 AVE,South of Fraser,Surrey,0,0,0,-122.80754499999999,49.06021
5457,59932.0,SOUTH SURREY PARK & RIDE BAY 1,South of Fraser,Surrey,0,0,0,-122.822248,49.071946999999994
5458,59933.0,SOUTH SURREY PARK & RIDE BAY 3,South of Fraser,Surrey,169,0,0,-122.82248,49.071909000000005
5459,59950.0,SB KING GEORGE BLVD AT 32 AVE,South of Fraser,Surrey,0,0,0,-122.812831,49.060990999999994
5460,60231.0,NB KING GEORGE BLVD AT CRESCENT RD,South of Fraser,Surrey,0,0,0,-122.81961799999999,49.066790000000005
5461,60246.0,SB JOHNSTON RD AT RUSSELL AVE,South of Fraser,White Rock,0,0,0,-122.80128,49.028755
5462,61014.0,EB 24 AVE AT 156 ST,South of Fraser,Surrey,5,0,0,-122.78965600000001,49.045489
5463,61401.0,SB JOHNSTON RD AT BUENA VISTA AVE,South of Fraser,White Rock,0,0,0,-122.801225,49.024089000000004
5464,61538.0,EB 24 AVE AT CROYDON DR,South of Fraser,Surrey,12,0,0,-122.78201399999999,49.045456
5465,61555.0,EB 24 AVE AT 157 ST,South of Fraser,Surrey,0,0,0,-122.78671999999999,49.04548
5466,61630.0,WB 24 AVE AT 160 ST,South of Fraser,Surrey,9,0,0,-122.779859,49.045649
5467,61674.0,WB 24 AVE AT CROYDON DR,South of Fraser,Surrey,13,0,0,-122.78333799999999,49.045669000000004
5468,55382.0,WB 16 AVE AT 154 ST,South of Fraser,Surrey,0,0,0,-122.79637,49.031168
5469,55489.0,WHITE ROCK CENTRE BAY 4,South of Fraser,White Rock,6,0,0,-122.800556,49.031023
5470,55490.0,EB N BLUFF RD AT BEST ST,South of Fraser,White Rock,0,0,0,-122.79458100000001,49.030997
5471,56030.0,WHITE ROCK CENTRE BAY 2,South of Fraser,White Rock,0,0,0,-122.80184399999999,49.031009000000005
5472,56090.0,SB 128 ST AT 25 AVE,South of Fraser,Surrey,5,0,0,-122.867469,49.047325
5473,56091.0,SB 128 ST AT 24 AVE,South of Fraser,Surrey,7,0,0,-122.86748899999999,49.045389
5474,56092.0,SB 128 ST AT 22 AVE,South of Fraser,Surrey,0,0,0,-122.86751699999999,49.042238
5475,56157.0,NB 128 ST AT 20 AVE,South of Fraser,Surrey,0,0,0,-122.86734299999999,49.03884
5476,56158.0,NB 128 ST AT 22 AVE,South of Fraser,Surrey,0,0,0,-122.867295,49.042794
5477,56159.0,NB 128 ST AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.867274,49.046146
5478,56160.0,NB 128 ST AT 25 AVE,South of Fraser,Surrey,0,0,0,-122.86724099999999,49.048392
5479,56170.0,WB 20 AVE AT 148 ST,South of Fraser,Surrey,0,0,0,-122.812794,49.038515000000004
5480,56176.0,EB 20 AVE AT ROTARY WAY,South of Fraser,Surrey,0,0,0,-122.816906,49.038346999999995
5481,56219.0,WB 16 AVE AT 130 ST,South of Fraser,Surrey,0,0,0,-122.862457,49.031344
5482,56220.0,SB 128 ST AT 16 AVE,South of Fraser,Surrey,0,0,0,-122.86764,49.03091
5483,56257.0,WB RUSSELL AVE AT FINLAY ST,South of Fraser,White Rock,0,0,0,-122.79073600000001,49.029298
5484,56258.0,WB RUSSELL AVE AT HOSPITAL ST,South of Fraser,White Rock,14,0,0,-122.793181,49.029326
5485,56280.0,WHITE ROCK CENTRE BAY 1,South of Fraser,Surrey,59,29,20,-122.80209099999999,49.031208
5486,56281.0,WB 16 AVE AT MARTIN DR,South of Fraser,Surrey,8,7,0,-122.806207,49.031219
5487,56282.0,WB 16 AVE AT EVERALL ST,South of Fraser,Surrey,0,0,0,-122.810347,49.031226000000004
5488,56283.0,NB 148 ST AT 16 AVE,South of Fraser,Surrey,0,0,0,-122.812097,49.031583000000005
5489,56291.0,SB 148 ST AT 20 AVE,South of Fraser,Surrey,0,0,0,-122.81235900000001,49.037945
5490,56292.0,SB 148 ST AT 18A AVE,South of Fraser,Surrey,15,0,0,-122.812351,49.034915999999996
5491,56294.0,EB N BLUFF RD AT OXFORD ST,South of Fraser,White Rock,0,0,0,-122.811604,49.031040999999995
5492,56295.0,EB N BLUFF RD AT EVERALL ST,South of Fraser,White Rock,0,0,0,-122.80908500000001,49.031037
5493,56296.0,EB N BLUFF RD AT BLACKWOOD ST,South of Fraser,White Rock,0,0,0,-122.806207,49.031024
5494,56308.0,SB 124 ST AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.878496,49.045527
5495,56309.0,SB 124 ST AT 23 AVE,South of Fraser,Surrey,0,0,0,-122.87849299999999,49.044056
5496,56310.0,SB 124 ST AT INDIAN FORT DR,South of Fraser,Surrey,0,0,0,-122.87848500000001,49.038863
5497,56311.0,SB OCEAN PARK RD AT 18 AVE,South of Fraser,Surrey,0,0,0,-122.87548400000001,49.034896999999994
5498,56312.0,EB 16 AVE AT 126A ST,South of Fraser,Surrey,0,0,0,-122.871273,49.031259000000006
5499,56313.0,EB 20 AVE AT 128 ST,South of Fraser,Surrey,0,0,0,-122.867001,49.038462
5500,56314.0,EB 20 AVE AT 129 ST,South of Fraser,Surrey,0,0,0,-122.863676,49.038470000000004
5501,56315.0,EB 20 AVE AT 131 ST,South of Fraser,Surrey,0,0,0,-122.85943200000001,49.038461
5502,56316.0,EB 20 AVE AT AMBLE GREENE DR,South of Fraser,Surrey,0,0,0,-122.855244,49.038458
5503,56317.0,EB 20 AVE AT 134 ST,South of Fraser,Surrey,0,0,0,-122.850457,49.03845
5504,56318.0,EB 20 AVE AT 136 ST,South of Fraser,Surrey,7,0,0,-122.84491100000001,49.038412
5505,56319.0,EB 20 AVE AT 138 ST,South of Fraser,Surrey,0,0,0,-122.840107,49.038443
5506,56320.0,EB 20 AVE AT 140 ST,South of Fraser,Surrey,10,0,0,-122.8338,49.038399
5507,56321.0,EB 20 AVE AT 142 ST,South of Fraser,Surrey,0,0,0,-122.828877,49.038388
5508,56322.0,WB 20 AVE AT 144 ST,South of Fraser,Surrey,0,0,0,-122.82379499999999,49.038501000000004
5509,56323.0,WB 20 AVE AT 142 ST,South of Fraser,Surrey,0,0,0,-122.82976200000002,49.038517999999996
5510,56324.0,WB 20 AVE AT 140 ST,South of Fraser,Surrey,0,0,0,-122.835104,49.038534000000006
5511,56325.0,WB 20 AVE AT 138 ST,South of Fraser,Surrey,0,0,0,-122.84102800000001,49.038540999999995
5512,56326.0,WB 20 AVE AT 136 ST,South of Fraser,Surrey,0,0,0,-122.84606200000002,49.038544
5513,56327.0,WB 20 AVE AT 134 ST,South of Fraser,Surrey,0,0,0,-122.85153100000001,49.038557
5514,56328.0,WB 20 AVE AT 132A ST,South of Fraser,Surrey,0,0,0,-122.85628700000001,49.038556
5515,56329.0,WB 20 AVE AT 131 ST,South of Fraser,Surrey,0,0,0,-122.86027800000001,49.038564
5516,56330.0,WB 20 AVE AT 129 ST,South of Fraser,Surrey,0,0,0,-122.863813,49.038565999999996
5517,58315.0,EB 20 AVE AT 144 ST,South of Fraser,Surrey,0,0,0,-122.822797,49.038384
5518,58466.0,EB 25 AVE AT 126 ST,South of Fraser,Surrey,0,0,0,-122.872644,49.048065
5519,58467.0,WB 25 AVE AT 126 ST,South of Fraser,Surrey,0,0,0,-122.873976,49.048165000000004
5520,58468.0,SB 124 ST AT SEACREST DR,South of Fraser,Surrey,0,0,0,-122.87848600000001,49.04724
5521,58469.0,NB 124 ST AT 20 AVE,South of Fraser,Surrey,0,0,0,-122.87829099999999,49.039589
5522,58470.0,NB 124 ST AT 22 AVE,South of Fraser,Surrey,0,0,0,-122.878309,49.042388
5523,58471.0,NB 124 ST AT 24 AVE,South of Fraser,Surrey,0,0,0,-122.878325,49.045466999999995
5524,58472.0,NB OCEAN PARK RD AT 16 AVE,South of Fraser,Surrey,0,0,0,-122.872969,49.032425
5525,58473.0,NB OCEAN PARK RD AT 18 AVE,South of Fraser,Surrey,0,0,0,-122.875499,49.035098
5526,58474.0,NB BEST ST AT VINE AVE,South of Fraser,White Rock,0,0,0,-122.79560900000001,49.030428
5527,58481.0,NB 148 ST AT 17 AVE,South of Fraser,Surrey,0,0,0,-122.812097,49.033669
5528,58482.0,SB 148 ST AT 17 AVE,South of Fraser,Surrey,0,0,0,-122.81229599999999,49.032334999999996
5529,58483.0,NB 148 ST AT 18A AVE,South of Fraser,Surrey,0,0,0,-122.812132,49.036241
5530,58487.0,SB 124 ST AT 21A AVE,South of Fraser,Surrey,0,0,0,-122.87851200000001,49.041349
5531,58578.0,EB 26 AVE AT 12800 BLOCK,South of Fraser,Surrey,28,16,10,-122.86509099999999,49.049341
5532,58579.0,EB 17 AVE AT 128 ST,South of Fraser,Surrey,8,0,0,-122.86610300000001,49.033024
5533,58586.0,EB 17 AVE AT 12900 BLOCK,South of Fraser,Surrey,0,0,0,-122.86348500000001,49.032348
5534,59851.0,WB 20 AVE AT ROTARY WAY,South of Fraser,Surrey,0,0,0,-122.81868700000001,49.038515000000004
5535,55383.0,WHITE ROCK CENTRE BAY 8,South of Fraser,Surrey,23,10,7,-122.801052,49.032785
5536,55485.0,SB MARTIN DR AT E SOUTHMERE CRES,South of Fraser,Surrey,0,0,0,-122.80362099999999,49.034509
5537,55488.0,WHITE ROCK CENTRE BAY 10,South of Fraser,Surrey,65,26,16,-122.801322,49.032567
5538,56115.0,NB JOHNSTON RD AT RUSSELL AVE,South of Fraser,White Rock,0,0,0,-122.801046,49.029973
5539,56136.0,WHITE ROCK CENTRE BAY 3,South of Fraser,White Rock,0,0,0,-122.801296,49.030718
5540,56155.0,NB 128 ST AT 16 AVE,South of Fraser,Surrey,8,0,0,-122.867382,49.032072
5541,56180.0,EB RUSSELL AVE AT GEORGE ST,South of Fraser,White Rock,12,0,0,-122.7993,49.029266
5542,56181.0,EB RUSSELL AVE AT MERKLIN ST,South of Fraser,White Rock,0,0,0,-122.796742,49.029238
5543,56182.0,EB RUSSELL AVE AT HOSPITAL ST,South of Fraser,White Rock,0,0,0,-122.793594,49.029216
5544,56183.0,EB RUSSELL AVE AT FINLAY ST,South of Fraser,White Rock,0,0,0,-122.789768,49.029171000000005
5545,56184.0,EB RUSSELL AVE AT LEE ST,South of Fraser,White Rock,0,0,0,-122.78726999999999,49.029166
5546,56185.0,EB RUSSELL AVE AT KENT ST,South of Fraser,White Rock,9,0,0,-122.78501100000001,49.029167
5547,56186.0,EB RUSSELL AVE AT HABGOOD ST,South of Fraser,White Rock,0,0,0,-122.781815,49.029159
5548,56187.0,SB STAYTE RD AT THRIFT AVE,South of Fraser,White Rock,0,0,0,-122.77928,49.027105
5549,56188.0,SB STAYTE RD AT ROPER AVE,South of Fraser,White Rock,0,0,0,-122.779257,49.0253
5550,56189.0,SB STAYTE RD AT BUENA VISTA AVE,South of Fraser,White Rock,0,0,0,-122.77926799999999,49.023435
5551,56190.0,SB STAYTE RD AT CLIFF AVE,South of Fraser,White Rock,0,0,0,-122.77927700000001,49.021813
5552,56191.0,SB STAYTE RD AT PACIFIC AVE,South of Fraser,White Rock,0,0,0,-122.779307,49.019797
5553,56192.0,SB STAYTE RD AT COLUMBIA AVE,South of Fraser,White Rock,0,0,0,-122.779322,49.018091999999996
5554,56193.0,WB MARINE DR AT STEVENS ST,South of Fraser,White Rock,0,0,0,-122.78097,49.01664
5555,56194.0,WB MARINE DR AT KEIL ST,South of Fraser,White Rock,0,0,0,-122.783809,49.016642
5556,56195.0,WB MARINE DR AT LEE ST,South of Fraser,White Rock,0,0,0,-122.78721100000001,49.016645000000004
5557,56196.0,WB MARINE DR AT MAPLE ST,South of Fraser,White Rock,0,0,0,-122.78926499999999,49.01665
5558,56197.0,WB MARINE DR AT BALSAM ST,South of Fraser,White Rock,0,0,0,-122.794242,49.017925
5559,56198.0,WB MARINE DR AT DOLPHIN ST,South of Fraser,White Rock,0,0,0,-122.797676,49.019003999999995
5560,56199.0,WB MARINE DR AT 15100 BLOCK,South of Fraser,White Rock,0,0,0,-122.80264,49.020509999999994
5561,56200.0,WB MARINE DR AT MARTIN ST,South of Fraser,White Rock,0,0,0,-122.80639199999999,49.021568
5562,56201.0,WB MARINE DR AT VIDAL ST,South of Fraser,White Rock,0,0,0,-122.808973,49.022354
5563,56202.0,WB MARINE DR AT OXFORD ST,South of Fraser,White Rock,0,0,0,-122.812716,49.023471
5564,56203.0,WB MARINE DR AT ANDERSON ST,South of Fraser,White Rock,0,0,0,-122.815499,49.024319
5565,56204.0,WB MARINE DR AT BAY ST,South of Fraser,White Rock,0,0,0,-122.81809799999999,49.024834000000006
5566,56205.0,WB MARINE DR AT MAGDALEN CRES,South of Fraser,White Rock,0,0,0,-122.823448,49.025862
5567,56206.0,WB MARINE DR AT BISHOP RD,South of Fraser,White Rock,0,0,0,-122.830276,49.026718
5568,56207.0,WB MARINE DR AT NICHOL RD,South of Fraser,White Rock,0,0,0,-122.8349,49.027590999999994
5569,56208.0,WB MARINE DR AT 13800 BLOCK,South of Fraser,White Rock,0,0,0,-122.839851,49.027421999999994
5570,56209.0,WB MARINE DR AT BERGSTROM RD,South of Fraser,White Rock,0,0,0,-122.845178,49.027238
5571,56210.0,WB MARINE DR AT 13400 BLOCK,South of Fraser,Surrey,0,0,0,-122.848577,49.027116
5572,56211.0,WB MARINE DR AT 133A ST,South of Fraser,Surrey,0,0,0,-122.851725,49.027026
5573,56212.0,WB MARINE DR AT 132B ST,South of Fraser,Surrey,0,0,0,-122.8549,49.026905
5574,56213.0,WB MARINE DR AT 131 ST,South of Fraser,Surrey,0,0,0,-122.859627,49.026796000000004
5575,56217.0,NB 130 ST AT 14 AVE,South of Fraser,Surrey,0,0,0,-122.861938,49.028099
5576,56218.0,NB 130 ST AT 15 AVE,South of Fraser,Surrey,0,0,0,-122.861923,49.029893
5577,56219.0,WB 16 AVE AT 130 ST,South of Fraser,Surrey,0,0,0,-122.862457,49.031344
5578,56220.0,SB 128 ST AT 16 AVE,South of Fraser,Surrey,11,5,0,-122.86764,49.03091
5579,56221.0,SB 128 ST AT 14B AVE,South of Fraser,Surrey,0,0,0,-122.867618,49.028897
5580,56222.0,EB MARINE DR AT 128A ST,South of Fraser,Surrey,0,0,0,-122.865876,49.027164
5581,56223.0,EB MARINE DR AT 129A ST,South of Fraser,Surrey,0,0,0,-122.863722,49.027146
5582,56224.0,EB MARINE DR AT 131 ST,South of Fraser,Surrey,0,0,0,-122.85891200000002,49.026682
5583,56225.0,EB MARINE DR AT 132B ST,South of Fraser,Surrey,0,0,0,-122.853771,49.026841999999995
5584,56226.0,EB MARINE DR AT 133A ST,South of Fraser,Surrey,0,0,0,-122.85129599999999,49.026924
5585,56227.0,EB MARINE DR AT 13400 BLOCK,South of Fraser,Surrey,0,0,0,-122.84800800000001,49.02702
5586,56228.0,EB MARINE DR AT 136 ST,South of Fraser,Surrey,0,0,0,-122.84585700000001,49.027101
5587,56229.0,EB MARINE DR AT 13800 BLOCK,South of Fraser,White Rock,0,0,0,-122.839552,49.027334
5588,56230.0,EB MARINE DR AT NICHOL RD,South of Fraser,White Rock,0,0,0,-122.833914,49.027482
5589,56231.0,EB MARINE DR AT BISHOP RD,South of Fraser,White Rock,0,0,0,-122.830266,49.026624
5590,56232.0,EB MARINE DR AT MAGDALEN CRES,South of Fraser,White Rock,0,0,0,-122.826124,49.026278000000005
5591,56233.0,EB MARINE DR AT MAGDALEN CRES,South of Fraser,White Rock,0,0,0,-122.82478700000001,49.026055
5592,56234.0,EB MARINE DR AT DUPREZ ST,South of Fraser,White Rock,0,0,0,-122.818651,49.024752
5593,56235.0,EB MARINE DR AT ANDERSON ST,South of Fraser,White Rock,0,0,0,-122.815496,49.024190999999995
5594,56236.0,EB MARINE DR AT OXFORD ST,South of Fraser,White Rock,0,0,0,-122.812699,49.023367
5595,56237.0,EB MARINE DR AT ELM ST,South of Fraser,White Rock,0,0,0,-122.810074,49.022584
5596,56238.0,EB MARINE DR AT MARTIN ST,South of Fraser,White Rock,22,17,16,-122.807478,49.021811
5597,56239.0,EB MARINE DR AT 15000 BLOCK,South of Fraser,White Rock,0,0,0,-122.803855,49.020745
5598,56240.0,EB MARINE DR AT FIR ST,South of Fraser,White Rock,0,0,0,-122.800901,49.019905
5599,56241.0,EB MARINE DR AT DOLPHIN ST,South of Fraser,White Rock,0,0,0,-122.79808600000001,49.019037
5600,56242.0,EB MARINE DR AT BALSAM ST,South of Fraser,White Rock,8,0,0,-122.79423899999999,49.017817
5601,56243.0,EB MARINE DR AT FINLAY ST,South of Fraser,Surrey,10,0,0,-122.78972900000001,49.016529
5602,56244.0,EB MARINE DR AT LEE ST,South of Fraser,Surrey,0,0,0,-122.78743300000001,49.016532
5603,56245.0,EB MARINE DR AT KENT ST,South of Fraser,Surrey,8,0,0,-122.784301,49.016527
5604,56246.0,EB MARINE DR AT STEVENS ST,South of Fraser,Surrey,11,0,0,-122.780833,49.016521000000004
5605,56247.0,NB 160 ST AT 9 AVE,South of Fraser,Surrey,8,0,0,-122.779183,49.018631
5606,56248.0,NB 160 ST AT 10 AVE,South of Fraser,Surrey,14,0,0,-122.779172,49.020517
5607,56249.0,NB 160 ST AT CLIFF AVE,South of Fraser,Surrey,6,0,0,-122.779154,49.022218
5608,56250.0,NB 160 ST AT 12 AVE,South of Fraser,Surrey,0,0,0,-122.77914399999999,49.024203
5609,56251.0,NB 160 ST AT 13 AVE,South of Fraser,Surrey,9,0,0,-122.779142,49.025949
5610,56252.0,NB 160 ST AT 14 AVE,South of Fraser,Surrey,0,0,0,-122.77911100000001,49.027694
5611,56253.0,WB RUSSELL AVE AT STAYTE RD,South of Fraser,White Rock,0,0,0,-122.77981799999999,49.029277
5612,56254.0,WB RUSSELL AVE AT HABGOOD ST,South of Fraser,White Rock,0,0,0,-122.782375,49.029282
5613,56255.0,WB RUSSELL AVE AT KENT ST,South of Fraser,White Rock,13,0,0,-122.78536799999999,49.029284000000004
5614,56256.0,WB RUSSELL AVE AT LEE ST,South of Fraser,White Rock,0,0,0,-122.78777099999999,49.02929
5615,56257.0,WB RUSSELL AVE AT FINLAY ST,South of Fraser,White Rock,0,0,0,-122.79073600000001,49.029298
