OBJECTID,Stop_Number,Stop_Name,Sub_Region,Municipality,Avg_Daily_Boardings__Monday_Friday,Avg_Daily_Boardings__Saturday,Avg_Daily_Boardings__Sunday_Holiday,Avg_Daily_Alightings__Monday_Friday,Avg_Daily_Alightings__Saturday,Avg_Daily_Alightings__Sunday_Holiday,Stop_Longitude,Stop_Latitude,Route_Connections,Data_Time_Period,Data_Suppression_Note,Line_Number2,x,y
2070,51747,PHIBBS EXCHANGE BAY 5,North Shore,North Vancouver - District,80,0,0,759,358,214,-123.029135,49.305795,028; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695542.374846905,6326909.482132084
2071,51748,WB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,5,0,0,0,0,0,-123.031376,49.306044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695791.800390905,6326952.021801973
2072,51749,NB MOUNTAIN HWY AT CROWN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.031976,49.309148,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695858.61213904,6327482.025164519
2073,51752,NB LILLOOET RD AT 1000 BLOCK,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.023902,49.315778,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694959.845122008,6328614.184815705
2074,51755,SB LILLOOET RD AT PURCELL WAY,North Shore,North Vancouver - District,33,0,0,0,0,0,-123.024083,49.317205,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694980.030208668,6328857.761951872
2075,51756,SB LILLOOET RD AT MT SEYMOUR PARKWAY,North Shore,North Vancouver - District,13,0,0,0,0,0,-123.025195,49.312987,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695103.82181408,6328137.466964383
2076,51757,SB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.032716,49.311044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695941.06457323,6327805.81271373
2077,51758,SB MOUNTAIN HWY AT CHARLOTTE RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.032289,49.309442,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695893.457247643,6327532.172559791
2078,51759,SB MOUNTAIN HWY AT RUPERT ST,North Shore,North Vancouver - District,6,0,0,0,0,0,-123.032056,49.307703,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695867.543330576,6327235.3565531485
2079,51760,EB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.03147,49.305957,028; 130; 209; 210; 211; 227; 232; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695802.331507934,6326937.2036215635
2080,51761,PHIBBS EXCHANGE BAY 1,North Shore,North Vancouver - District,764,343,241,59,0,0,-123.0286,49.305174,028,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695482.80972331,6326803.499795873
2100,53962,NB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,7,0,0,6,0,0,-123.032491,49.311744,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695915.9426619,6327925.313911718
2101,54422,NB LILLOOET RD AT MT SEYMOUR PARKWAY,North Shore,North Vancouver - District,0,0,0,10,0,0,-123.024687,49.313087,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13695047.231178584,6328154.5901749
2107,58161,SB LILLOOET RD AT 1000 BLOCK,North Shore,North Vancouver - District,8,0,0,0,0,0,-123.024145,49.31572,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694986.900262157,6328604.280979789
2117,61068,CAPILANO UNIVERSITY BAY 1,North Shore,North Vancouver - District,75,0,0,0,0,0,-123.018935,49.319397,028,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694406.943432761,6329232.167014939
2118,61069,CAPILANO UNIVERSITY BAY 2,North Shore,North Vancouver - District,0,0,0,148,0,0,-123.018939,49.319206,028,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694407.353422454,6329199.448342526
2119,61239,NB LILLOOET RD AT PURCELL WAY,North Shore,North Vancouver - District,0,0,0,31,0,0,-123.023891,49.31787,028; 130; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,028,-13694958.580849156,6328971.398758051
3850,51748,WB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,10,0,0,10,0,0,-123.031376,49.306044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695791.800390905,6326952.021801973
3851,51749,NB MOUNTAIN HWY AT CROWN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.031976,49.309148,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695858.61213904,6327482.025164519
3852,51752,NB LILLOOET RD AT 1000 BLOCK,North Shore,North Vancouver - District,0,0,0,9,0,0,-123.023902,49.315778,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13694959.845122008,6328614.184815705
3853,51755,SB LILLOOET RD AT PURCELL WAY,North Shore,North Vancouver - District,39,0,0,0,0,0,-123.024083,49.317205,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13694980.030208668,6328857.761951872
3854,51756,SB LILLOOET RD AT MT SEYMOUR PARKWAY,North Shore,North Vancouver - District,19,0,0,0,0,0,-123.025195,49.312987,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695103.82181408,6328137.466964383
3855,51757,SB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,12,0,0,0,0,0,-123.032716,49.311044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695941.06457323,6327805.81271373
3856,51758,SB MOUNTAIN HWY AT CHARLOTTE RD,North Shore,North Vancouver - District,5,0,0,0,0,0,-123.032289,49.309442,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695893.457247643,6327532.172559791
3857,51759,SB MOUNTAIN HWY AT RUPERT ST,North Shore,North Vancouver - District,14,0,0,0,0,0,-123.032056,49.307703,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695867.543330576,6327235.3565531485
3858,51760,EB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.03147,49.305957,028; 130; 209; 210; 211; 227; 232; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695802.331507934,6326937.2036215635
3875,53962,NB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,6,0,0,7,0,0,-123.032491,49.311744,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695915.9426619,6327925.313911718
3876,54026,PHIBBS EXCHANGE BAY 4,North Shore,North Vancouver - District,145,0,0,408,0,0,-123.029001,49.30564,130; 210; 211; 214,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695527.464709915,6326883.099347191
3877,54100,PHIBBS EXCHANGE BAY 2,North Shore,North Vancouver - District,773,377,197,296,227,172,-123.028735,49.305323,130; 210; 214,Fall 2018,,130,-13695497.890759753,6326829.013128083
3878,54422,NB LILLOOET RD AT MT SEYMOUR PARKWAY,North Shore,North Vancouver - District,5,0,0,19,0,0,-123.024687,49.313087,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13695047.231178584,6328154.5901749
3881,58161,SB LILLOOET RD AT 1000 BLOCK,North Shore,North Vancouver - District,11,0,0,0,0,0,-123.024145,49.31572,028; 130; 239; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13694986.900262157,6328604.280979789
3886,61070,CAPILANO UNIVERSITY BAY 3,North Shore,North Vancouver - District,164,0,0,280,0,0,-123.018759,49.319395,130,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13694387.3090795,6329231.752559188
3887,61239,NB LILLOOET RD AT PURCELL WAY,North Shore,North Vancouver - District,0,0,0,37,0,0,-123.023891,49.31787,028; 130; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,130,-13694958.580849156,6328971.398758051
5976,50447,PHIBBS EXCHANGE BAY 3,North Shore,North Vancouver - District,44,41,27,131,120,82,-123.028862,49.305485,209; 210,Fall 2018,,209,-13695512.035476308,6326856.544815231
5994,51748,WB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.031376,49.306044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695791.800390905,6326952.021801973
5995,51749,NB MOUNTAIN HWY AT CROWN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.031976,49.309148,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695858.61213904,6327482.025164519
5996,51757,SB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,0,5,0,0,0,0,-123.032716,49.311044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695941.06457323,6327805.81271373
5997,51758,SB MOUNTAIN HWY AT CHARLOTTE RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.032289,49.309442,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695893.457247643,6327532.172559791
5998,51759,SB MOUNTAIN HWY AT RUPERT ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.032056,49.307703,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695867.543330576,6327235.3565531485
5999,51760,EB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.03147,49.305957,028; 130; 209; 210; 211; 227; 232; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695802.331507934,6326937.2036215635
6000,53962,NB MOUNTAIN HWY AT FERN ST,North Shore,North Vancouver - District,0,0,0,6,0,6,-123.032491,49.311744,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695915.9426619,6327925.313911718
6001,53963,WB E KEITH RD AT MOUNTAIN HWY,North Shore,North Vancouver - District,0,0,0,6,8,0,-123.037247,49.313332,209; 210; 227; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696445.383161351,6328196.3987443745
6002,53964,NB MOUNTAIN HWY AT ARBORLYNN DR,North Shore,North Vancouver - District,0,0,0,6,6,0,-123.036123,49.317812,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696320.228560755,6328961.40757347
6003,53965,NB MOUNTAIN HWY AT E 15 ST,North Shore,North Vancouver - District,0,0,0,6,9,0,-123.038337,49.322019,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696566.741587408,6329679.931045454
6004,53966,NB MOUNTAIN HWY AT E 18 ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.038205,49.325384,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696552.000905732,6330254.57754643
6005,53967,NB MOUNTAIN HWY AT E 20 ST,North Shore,North Vancouver - District,0,0,0,8,14,5,-123.038108,49.327475,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696541.30068877,6330611.799536261
6006,53968,NB MOUNTAIN HWY AT E 24 ST,North Shore,North Vancouver - District,0,0,0,6,10,6,-123.037917,49.330731,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696519.973043395,6331167.99749724
6007,53977,NB MOUNTAIN HWY AT LYNN VALLEY RD,North Shore,North Vancouver - District,13,19,11,33,46,23,-123.038096,49.337424,209; 210,Fall 2018,,209,-13696539.941805422,6332311.313069155
6008,53978,NB MOUNTAIN HWY AT ARGYLE RD,North Shore,North Vancouver - District,0,0,0,10,7,0,-123.037953,49.340988,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696524.047141341,6332920.1114329845
6009,53979,NB MOUNTAIN HWY AT DOVERCOURT RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.037874,49.342824,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696515.23780696,6333233.949284159
6010,53980,NB MOUNTAIN HWY AT DORAN RD,North Shore,North Vancouver - District,0,0,0,7,8,0,-123.037824,49.344599,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696509.627051499,6333537.101575828
6011,53981,NB MOUNTAIN HWY AT KILMER RD,North Shore,North Vancouver - District,0,0,0,7,8,0,-123.037761,49.346443,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696502.665504206,6333852.227804547
6012,53982,NB MOUNTAIN HWY AT DEMPSEY RD,North Shore,North Vancouver - District,0,0,0,5,5,0,-123.037691,49.34824,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696494.83651755,6334159.268985386
6013,53983,NB MOUNTAIN HWY AT COLEMAN ST,North Shore,North Vancouver - District,0,0,0,7,9,0,-123.037599,49.351061,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696484.589426694,6334641.360759726
6014,53984,EB MCNAIR DR AT TOURNEY RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.035816,49.352364,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696286.117169332,6334863.956616615
6015,53985,EB MCNAIR DR AT RAMSAY RD,North Shore,North Vancouver - District,0,0,0,0,9,0,-123.032306,49.354125,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695895.399742266,6335165.010733372
6016,53986,SB HOSKINS RD AT 4600 BLOCK,North Shore,North Vancouver - District,0,0,0,0,6,0,-123.027464,49.353357,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695356.331583058,6335033.752392142
6017,53987,SB HOSKINS RD AT COLEMAN ST,North Shore,North Vancouver - District,0,0,0,0,6,0,-123.028456,49.35039,209; 210; 228,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695466.780350324,6334526.707219568
6018,53988,EB DEMPSEY RD AT HOSKINS RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.027939,49.347793,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695409.266264714,6334082.962275402
6019,53989,NB UNDERWOOD AVE AT EVELYN ST,North Shore,North Vancouver - District,13,15,14,8,0,0,-123.024599,49.348848,209; 210; 228,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695037.402040578,6334263.2500833245
6020,53991,WB COLEMAN ST AT UNDERWOOD AVE,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.025098,49.350744,209; 210; 228,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695092.983483084,6334587.190726173
6021,53992,NB HOSKINS RD AT COLEMAN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.028261,49.351019,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695445.08784249,6334634.1836398905
6022,53993,NB HOSKINS RD AT 4700 BLOCK,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.027589,49.353783,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695370.317541573,6335106.48987325
6023,53994,WB MCNAIR DR AT RAMSAY RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.032553,49.354176,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13695922.850700358,6335173.725783048
6024,53995,WB MCNAIR DR AT TOURNEY RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.036324,49.352226,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696342.652274236,6334840.527550585
6025,53996,SB MOUNTAIN HWY AT COLEMAN ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.037809,49.350507,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696507.928905413,6334546.664956243
6026,53997,SB MOUNTAIN HWY AT DYCK RD,North Shore,North Vancouver - District,0,6,0,0,0,0,-123.037902,49.347338,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696518.347130429,6334005.196899027
6027,53998,SB MOUNTAIN HWY AT KILMER RD,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.037955,49.346006,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696524.263918255,6333777.507009082
6028,53999,SB MOUNTAIN HWY AT DORAN RD,North Shore,North Vancouver - District,0,6,0,0,0,0,-123.038007,49.344148,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696530.000520535,6333460.172523406
6029,54000,SB MOUNTAIN HWY AT WELLINGTON DR,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.038053,49.343242,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696535.085838264,6333305.353925009
6030,54001,SB MOUNTAIN HWY AT FREDERICK RD,North Shore,North Vancouver - District,0,7,0,0,0,0,-123.038129,49.341238,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696543.555200106,6332962.863874465
6031,54002,SB MOUNTAIN HWY AT LYNN VALLEY RD,North Shore,North Vancouver - District,7,9,0,0,5,0,-123.038298,49.337763,209; 210,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696562.441210588,6332369.245263782
6032,54003,SB MOUNTAIN HWY AT LYNN VALLEY RD,North Shore,North Vancouver - District,35,45,27,0,0,0,-123.038189,49.336386,209; 210; 227; 242; N24,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696550.273732219,6332133.935788505
6033,54004,SB MOUNTAIN HWY AT E 27 ST,North Shore,North Vancouver - District,7,6,5,0,0,0,-123.037969,49.333879,209; 210; 227; 229; 242; 255; N24,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696525.747568965,6331705.735936586
6034,54005,SB MOUNTAIN HWY AT EMERY PL,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.038147,49.330105,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696545.540886752,6331061.079584254
6035,54006,SB MOUNTAIN HWY AT KIRKSTONE RD,North Shore,North Vancouver - District,6,13,0,0,0,0,-123.038326,49.326875,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696565.463957012,6330509.28642934
6036,54007,SB MOUNTAIN HWY AT E 17 ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.038465,49.323482,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696580.993683925,6329929.762977402
6037,54008,SB MOUNTAIN HWY AT E 15 ST,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.038566,49.321387,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696592.283870433,6329571.951794857
6038,54009,SB MOUNTAIN HWY AT ARBORLYNN DR,North Shore,North Vancouver - District,0,0,0,0,0,0,-123.036309,49.317811,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696340.992518056,6328961.251658044
6039,54011,EB E KEITH RD AT MOUNTAIN HWY,North Shore,North Vancouver - District,5,6,0,0,0,0,-123.037449,49.313198,209; 210; 227; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696467.936684806,6328173.543099925
6040,54119,PHIBBS EXCHANGE BAY 9,North Shore,North Vancouver - District,95,101,58,37,46,30,-123.028589,49.305475,209; 210; 211; 214,Fall 2018,,209,-13695481.544370636,6326854.993073245
6044,61269,NB MOUNTAIN HWY AT E 27 ST,North Shore,North Vancouver - District,0,0,0,12,17,10,-123.037816,49.332733,209; 210; 255,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,209,-13696508.691130323,6331509.8617576305
6065,50447,PHIBBS EXCHANGE BAY 3,North Shore,North Vancouver - District,350,171,125,706,406,338,-123.028862,49.305485,209; 210,Fall 2018,,210,-13695512.035476308,6326856.544815231
6070,51748,WB OXFORD ST AT MOUNTAIN HWY,North Shore,North Vancouver - District,13,7,8,6,6,0,-123.031376,49.306044,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,210,-13695791.800390905,6326952.021801973
6071,51749,NB MOUNTAIN HWY AT CROWN ST,North Shore,North Vancouver - District,16,0,7,17,13,7,-123.031976,49.309148,028; 130; 209; 210; 211; 227; 239,Fall 2018,Some boarding or alighting values for this stop are below 5 and have been suppressed to reinforce the confidential nature of the data. All values that do not meet the threshold (5) are shown as zero.,210,-13695858.61213904,6327482.025164519
